Early Summer,highbush blueberry,Perennial,1,Shrub,Spring and Summer,12,100,50,32,16,Vaccinium corymbosum,2,0
Early Summer,common hoptree,Perennial,1,"Tree, Shrub",Spring and Summer,25,165,50,30,30,Ptelea trifoliata,1,0
Early Summer,chickpea milkvetch,Perennial,1,Forb/herb,Spring and Summer,3,90,60,18,16,Astragalus cicer,0,1
Early Summer,Venus penstemon,Perennial,0,"Subshrub, Shrub, Forb/herb",Spring and Summer,2,170,69,9,6,Penstemon venustus,1,0
Early Summer,livid sedge,Perennial,1,Graminoid,Summer,1,120,45,15,12,Carex livida,0,0
Early Summer,Sierra false needlegrass,Perennial,1,Graminoid,"Spring, Summer, Fall",1,100,40,20,6,Ptilagrostis kingii,2,0
Early Summer,tapertip hawksbeard,Perennial,3,Forb/herb,Spring and Summer,3,110,20,8,10,Crepis acuminata,1,0
Early Summer,broom snakeweed,Perennial,3,"Subshrub, Shrub, Forb/herb",Spring and Summer,2,140,30,7,16,Gutierrezia sarothrae,0,1
Early Summer,Kura clover,Perennial,2,Forb/herb,Spring,2,160,50,35,12,Trifolium ambiguum,0,1
Early Summer,Virginia threeseed mercury,Annual,2,Forb/herb,"Spring, Summer, Fall",3,80,60,13,6,Acalypha virginica,1,0
Early Summer,northern singlespike sedge,Perennial,1,Graminoid,Spring and Summer,2,80,55,32,16,Carex scirpoidea,2,0
Early Summer,plains bristlegrass,Perennial,2,Graminoid,Spring and Summer,3,180,24,12,18,Setaria vulpiseta,1,0
Early Summer,little green sedge,Perennial,1,Graminoid,Spring and Summer,2,80,40,8,10,Carex viridula,0,0
Early Summer,Dore's needlegrass,Perennial,3,Graminoid,Spring and Summer,3,135,20,6,10,Achnatherum nelsonii ssp. dorei,0,0
Early Summer,Columbian monkshood,Perennial,1,Forb/herb,Spring and Summer,5,110,50,12,10,Aconitum columbianum,1,2
Early Summer,buckthorn bully,Perennial,3,"Tree, Shrub","Spring, Summer, Fall",10,207,51,33,24,Sideroxylon lycioides,2,3
Early Summer,alpine sweetvetch,Perennial,1,Forb/herb,Spring and Summer,2,120,80,28,12,Hedysarum alpinum,0,0
Early Summer,mountain hemlock,Perennial,1,Tree,Summer,125,160,140,42,40,Tsuga mertensiana,2,0
Early Summer,shadscale saltbush,Perennial,3,"Subshrub, Shrub",Spring and Summer,3,165,12,4,10,Atriplex confertifolia,0,0
Early Summer,big saltbush,Perennial,3,"Subshrub, Shrub",Spring and Summer,10,195,20,4,20,Atriplex lentiformis,0,0
Early Summer,California wax myrtle,Perennial,1,"Tree, Shrub",Spring and Summer,33,240,70,40,20,Morella californica,0,0
Early Summer,Eschscholtz's buttercup,Perennial,1,Forb/herb,Spring and Summer,1,90,20,12,9,Ranunculus eschscholtzii,0,2
Early Summer,seaoats,Perennial,3,Graminoid,Spring and Summer,6,180,65,35,20,Uniola paniculata,0,0
Early Summer,scratchgrass,Perennial,1,Graminoid,"Spring, Summer, Fall",2,120,40,12,8,Muhlenbergia asperifolia,2,0
Early Summer,palisade grass,Perennial,2,Graminoid,Spring and Summer,2,120,48,12,6,Urochloa brizantha,0,0
Early Summer,Macoun's buttercup,Perennial,1,Forb/herb,Spring,1,120,276,24,12,Ranunculus macounii,0,2
